PERIOD,PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL
2016-q1,saratoga park,BROOKLYN     ,3.214,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,scarangella park,BROOKLYN     ,3.214,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,noble playground,BRONX        ,3.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,jamaica playground,QUEENS       ,3.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,marcy playground,BROOKLYN     ,3.201,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2016-q1,lyons pool,STATEN ISLAND,3.195,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,wayanda park,QUEENS       ,3.17,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,american veterans memorial pier,BROOKLYN     ,3.169,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,holcombe rucker park,MANHATTAN    ,3.125,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,jesse owens playground,BROOKLYN     ,3.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,east river walk,MANHATTAN    ,3.089,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,park of the americas,QUEENS       ,3.076,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,brooklyn heights promenade,BROOKLYN     ,3.035,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,j.j. byrne playground,BROOKLYN     ,3.03,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,hero park,STATEN ISLAND,3.024,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,nostrand playground,BROOKLYN     ,3.023,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
2016-q1,fort independence playground,BRONX        ,3.02,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,brownsville playground,BROOKLYN     ,3.017,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,grandview playground,STATEN ISLAND,3.014,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,lawrence virgilio playground,QUEENS       ,3.009,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,jacob joffe fields,BROOKLYN     ,2.984,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,classon playground at classon avenue & kent,BROOKLYN     ,2.982,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,utopia playground,QUEENS       ,2.98,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,bath beach park,BROOKLYN     ,2.964,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,glen oaks oval,QUEENS       ,2.948,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,merriam playground,BRONX        ,2.944,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,poseidon playground,BROOKLYN     ,2.944,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,robert e. venable park,BROOKLYN     ,2.939,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,lefferts playground,QUEENS       ,2.937,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,walt whitman park,BROOKLYN     ,2.913,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,westerleigh park,STATEN ISLAND,2.889,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,peters field,QUEENS       ,2.872,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,delphin h. greene playground,QUEENS       ,2.861,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,hoffman park,QUEENS       ,2.857,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
2016-q1,markham playground,STATEN ISLAND,2.836,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,sperandeo brothers playground,BROOKLYN     ,2.799,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,bushwick playground on knickerbocker avenue,BROOKLYN     ,2.783,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,irving square park,BROOKLYN     ,2.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,st. vartan park,MANHATTAN    ,2.759,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2016-q1,ravenswood playground,QUEENS       ,2.758,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,gorman playground,QUEENS       ,2.755,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,louis cuvillier park,MANHATTAN    ,2.752,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,grace playground,BROOKLYN     ,2.744,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,green central knoll,BROOKLYN     ,2.741,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,detective william t. gunn park,QUEENS       ,2.719,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,holy cow playground,QUEENS       ,2.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,bayside fields,QUEENS       ,2.69,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,hickman playground,BROOKLYN     ,2.656,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,arbutus woods park,STATEN ISLAND,2.65,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,stars & stripes playground,BRONX        ,2.646,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,p.o. serrano playground,BRONX        ,2.618,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,coleman playground,MANHATTAN    ,2.61,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,margaret i. carman green - weeping beech,QUEENS       ,2.6,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2016-q1,kathy reilly triangle,BROOKLYN     ,2.589,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,riverdale playground,BRONX        ,2.58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,marie curie park,QUEENS       ,2.552,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,edenwald playground,BRONX        ,2.537,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,thomas greene playground,BROOKLYN     ,2.525,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,murray playground,QUEENS       ,2.524,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,bathgate playground,BRONX        ,2.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,big bush park,QUEENS       ,2.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,joseph rodman drake park,BRONX        ,2.49,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,indepence park sylvan grove cemetery,STATEN ISLAND,2.476,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,alley park,QUEENS       ,2.446,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,frederick johnson playground,MANHATTAN    ,2.445,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,damrosch park,MANHATTAN    ,2.443,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,asser levy playground,MANHATTAN    ,2.436,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,harry maze playground,BROOKLYN     ,2.427,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,lost battalion hall recreation center,QUEENS       ,2.412,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,dutch kills playground,QUEENS       ,2.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,kosciuszko pool,BROOKLYN     ,2.391,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,west playground,BROOKLYN     ,2.387,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,homecrest playground,BROOKLYN     ,2.372,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,de matti playground,STATEN ISLAND,2.335,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,poe park,BRONX        ,2.331,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,overlook park,QUEENS       ,2.327,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,baruch playground,MANHATTAN    ,2.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,osborn playground,BROOKLYN     ,2.3,ONE ACRE OR LARGER,0,1,0,0,0,0,0,1
2016-q1,floyd patterson ballfields,BROOKLYN     ,2.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,railroad playground,BROOKLYN     ,2.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,triboro plaza,MANHATTAN    ,2.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,power playground,BROOKLYN     ,2.295,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,monsignor crawford field,BROOKLYN     ,2.291,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,martin luther king jr. playground,BROOKLYN     ,2.29,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,p.o. reinaldo salgado playground,BROOKLYN     ,2.289,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2016-q1,carlton park at carlton avenue & foster road,STATEN ISLAND,2.288,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,century playground,BROOKLYN     ,2.282,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,south pacific playground,BROOKLYN     ,2.264,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2016-q1,north shore esplanade,STATEN ISLAND,2.252,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,fox playground brooklyn,BROOKLYN     ,2.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,vleigh playground,QUEENS       ,2.243,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,laredo avenue parcel,STATEN ISLAND,2.223,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,frederick b. judge playground,QUEENS       ,2.217,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,belmont playground bronx,BRONX        ,2.213,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,mahoney playground,STATEN ISLAND,2.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,anchorage plaza,BROOKLYN     ,2.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,astoria heights playground,QUEENS       ,2.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,hoyt playground,QUEENS       ,2.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,loreto playground,BRONX        ,2.181,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,harding park,BRONX        ,2.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,washington market park,MANHATTAN    ,2.15,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,vidalia park,BRONX        ,2.136,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,unnamed park on e 122nd street,MANHATTAN    ,2.13,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,bridge park brooklyn,BROOKLYN     ,2.117,ONE ACRE OR LARGER,0,0,1,0,0,1,0,2
2016-q1,hamilton metz field,BROOKLYN     ,2.112,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,cardozo playground,QUEENS       ,2.096,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,centreville playground,QUEENS       ,2.095,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,redfern playground,QUEENS       ,2.093,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,sheepshead playground,BROOKLYN     ,2.087,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,story playground,BRONX        ,2.075,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,sakura park,MANHATTAN    ,2.067,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,linnaeus park,QUEENS       ,2.066,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,castlewood playground,QUEENS       ,2.059,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,skyline playground,STATEN ISLAND,2.057,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,clove's tail,STATEN ISLAND,2.056,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,daniel m. o'connell playground,QUEENS       ,2.043,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,challenge playground,QUEENS       ,2.035,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,torsney playground,QUEENS       ,2.027,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,locust manor playground,QUEENS       ,2.003,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,playground one thirty four cxxxiv,BRONX        ,2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,fulton park,BROOKLYN     ,1.987,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,andrew haswell green park,MANHATTAN    ,1.984,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,moore homestead playground,QUEENS       ,1.978,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
2016-q1,mclaughlin park,BROOKLYN     ,1.976,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,colonel david marcus playground,BROOKLYN     ,1.974,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,sumner playground,BROOKLYN     ,1.97,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,rosemary's playground,QUEENS       ,1.967,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,saul weprin playground,QUEENS       ,1.964,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,frederick douglass playground,MANHATTAN    ,1.945,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,unnamed park on hempstead avenue,QUEENS       ,1.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,bridge park 3,BROOKLYN     ,1.934,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,the painter's playground,QUEENS       ,1.932,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,roberto clemente ballfield,BROOKLYN     ,1.93,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,terrace playground,STATEN ISLAND,1.922,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,travers park,QUEENS       ,1.919,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,bufano park,BRONX        ,1.904,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
2016-q1,dimattina playground,BROOKLYN     ,1.9,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,herman dolgon playground,BROOKLYN     ,1.894,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,gorman park,MANHATTAN    ,1.89,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2016-q1,willis playground,BRONX        ,1.882,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,west bronx recreation center,BRONX        ,1.88,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,thomas paine park,MANHATTAN    ,1.875,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,carroll park,BROOKLYN     ,1.874,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,colgate close,BRONX        ,1.871,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,london planetree playground,QUEENS       ,1.837,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,sutter ballfields,BROOKLYN     ,1.836,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,taaffe playground,BROOKLYN     ,1.821,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,givan square,BRONX        ,1.82,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,thomas boyland park,BROOKLYN     ,1.82,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,harold ickes playground,BROOKLYN     ,1.816,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,rev j polite playground,BRONX        ,1.815,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,mapes ballfield,BRONX        ,1.806,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,midland malls,QUEENS       ,1.803,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,cedar playground,BRONX        ,1.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,bennett park,MANHATTAN    ,1.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,conch playground,QUEENS       ,1.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,raymond bush playground,BROOKLYN     ,1.795,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,playground 52 lii,BRONX        ,1.793,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,dr. green playground,BROOKLYN     ,1.791,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,brust park,BRONX        ,1.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,laurelton playground,QUEENS       ,1.785,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,simeone park,QUEENS       ,1.78,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,manor park,STATEN ISLAND,1.78,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,tappen park,STATEN ISLAND,1.777,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,luna park,BROOKLYN     ,1.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,alfred e. smith playground,MANHATTAN    ,1.75,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2016-q1,electric playground,QUEENS       ,1.749,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,yellowstone park,QUEENS       ,1.745,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,corona golf playground,QUEENS       ,1.722,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,wilson playground,BROOKLYN     ,1.721,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,northern playground,QUEENS       ,1.719,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2016-q1,bartel-pritchard square,BROOKLYN     ,1.711,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,doughboy plaza,QUEENS       ,1.71,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,castle hill little league field,BRONX        ,1.707,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,grand ferry park,BROOKLYN     ,1.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,happy warrior playground,MANHATTAN    ,1.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,allen mall one,MANHATTAN    ,1.698,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,playground one twenty five cxxv,MANHATTAN    ,1.691,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,star spangled playground,BROOKLYN     ,1.687,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,patterson playground,BRONX        ,1.683,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,mount eden malls,BRONX        ,1.682,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,midland playground,STATEN ISLAND,1.681,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,adam clayton powell jr. malls,MANHATTAN    ,1.679,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,banneker playground,BROOKLYN     ,1.67,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,james j walker park,MANHATTAN    ,1.67,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,whitestone playground,QUEENS       ,1.662,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,equity park,QUEENS       ,1.657,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,thursby basin park,QUEENS       ,1.657,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,bell malls,QUEENS       ,1.652,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,leif ericson fields,BROOKLYN     ,1.65,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,nehemiah park,BROOKLYN     ,1.648,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,marble hill playground,BRONX        ,1.646,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2016-q1,wagner houses pool,MANHATTAN    ,1.64,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,harlem lane playground,MANHATTAN    ,1.635,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,crowley playground,QUEENS       ,1.633,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,burns playground,BRONX        ,1.623,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
2016-q1,100% playground,BROOKLYN     ,1.616,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,jackie robinson park brooklyn,BROOKLYN     ,1.607,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,ida court,STATEN ISLAND,1.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,jennifer's playground,STATEN ISLAND,1.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,real good park,QUEENS       ,1.598,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,allerton playground,BRONX        ,1.597,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,ocean hill playground,BROOKLYN     ,1.595,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,bellevue south park,MANHATTAN    ,1.593,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,mazzei playground,BRONX        ,1.59,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,dag hammarskjold plaza,MANHATTAN    ,1.59,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,kolbert playground,BROOKLYN     ,1.581,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2016-q1,poor richard's playground,MANHATTAN    ,1.58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,olmsted-beil house park,STATEN ISLAND,1.58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,taylor playground,BRONX        ,1.578,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
2016-q1,joan of arc park,MANHATTAN    ,1.578,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,harmony park,BROOKLYN     ,1.56,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,briarwood playground,QUEENS       ,1.558,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,clintonville playground,QUEENS       ,1.553,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,flatbush malls,BROOKLYN     ,1.55,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,washington park brooklyn,BROOKLYN     ,1.549,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,john hancock playground,BROOKLYN     ,1.547,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,frank d. o'connor playground,QUEENS       ,1.537,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2016-q1,old town playground,STATEN ISLAND,1.534,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,huguenot ponds park,STATEN ISLAND,1.53,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,reiff playground,QUEENS       ,1.529,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,russell sage playground,QUEENS       ,1.526,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,roger morris park,MANHATTAN    ,1.524,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,broad channel park,QUEENS       ,1.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,spuyten duyvil playground,BRONX        ,1.51,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,john allen payne park,BROOKLYN     ,1.51,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,bulova park,QUEENS       ,1.502,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,decatur playground,BROOKLYN     ,1.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,golconda playground,BROOKLYN     ,1.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,dry dock playground,MANHATTAN    ,1.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,maple grove park,QUEENS       ,1.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,unnamed park on riverside drive,MANHATTAN    ,1.494,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,marx brothers playground,MANHATTAN    ,1.486,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,brevoort playground,BROOKLYN     ,1.485,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,playground sixty two lxii,QUEENS       ,1.48,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,tall oak playground,QUEENS       ,1.48,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,frontera park,QUEENS       ,1.47,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,colden playground,QUEENS       ,1.466,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,luther gulick playground,MANHATTAN    ,1.451,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,pulaski park,BRONX        ,1.45,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,booker t. washington playground,MANHATTAN    ,1.441,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,dunbar playground,BRONX        ,1.44,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,playground twenty one,QUEENS       ,1.439,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,prospect playground,BRONX        ,1.438,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,woods playground,BROOKLYN     ,1.438,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2016-q1,glenwood playground,BROOKLYN     ,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
