PERIOD,PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL
2015-q3,torsney playground,QUEENS       ,2.027,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,locust manor playground,QUEENS       ,2.003,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,playground one thirty four cxxxiv,BRONX        ,2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,fulton park,BROOKLYN     ,1.987,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,andrew haswell green park,MANHATTAN    ,1.984,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,moore homestead playground,QUEENS       ,1.978,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,mclaughlin park,BROOKLYN     ,1.976,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,colonel david marcus playground,BROOKLYN     ,1.974,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,sumner playground,BROOKLYN     ,1.97,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,rosemary's playground,QUEENS       ,1.967,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,saul weprin playground,QUEENS       ,1.964,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,frederick douglass playground,MANHATTAN    ,1.945,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,unnamed park on hempstead avenue,QUEENS       ,1.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,bridge park 3,BROOKLYN     ,1.934,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,the painter's playground,QUEENS       ,1.932,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,roberto clemente ballfield,BROOKLYN     ,1.93,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,terrace playground,STATEN ISLAND,1.922,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,travers park,QUEENS       ,1.919,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,bufano park,BRONX        ,1.904,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,dimattina playground,BROOKLYN     ,1.9,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,herman dolgon playground,BROOKLYN     ,1.894,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,gorman park,MANHATTAN    ,1.89,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,willis playground,BRONX        ,1.882,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2015-q3,west bronx recreation center,BRONX        ,1.88,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,thomas paine park,MANHATTAN    ,1.875,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2015-q3,carroll park,BROOKLYN     ,1.874,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,colgate close,BRONX        ,1.871,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,london planetree playground,QUEENS       ,1.837,ONE ACRE OR LARGER,0,0,1,1,0,0,0,2
2015-q3,sutter ballfields,BROOKLYN     ,1.836,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,taaffe playground,BROOKLYN     ,1.821,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,givan square,BRONX        ,1.82,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,thomas boyland park,BROOKLYN     ,1.82,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,harold ickes playground,BROOKLYN     ,1.816,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,rev j polite playground,BRONX        ,1.815,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,mapes ballfield,BRONX        ,1.806,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,midland malls,QUEENS       ,1.803,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,bennett park,MANHATTAN    ,1.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,cedar playground,BRONX        ,1.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,conch playground,QUEENS       ,1.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,raymond bush playground,BROOKLYN     ,1.795,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
2015-q3,playground 52 lii,BRONX        ,1.793,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,dr. green playground,BROOKLYN     ,1.791,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,brust park,BRONX        ,1.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,laurelton playground,QUEENS       ,1.785,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,manor park,STATEN ISLAND,1.78,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,simeone park,QUEENS       ,1.78,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,tappen park,STATEN ISLAND,1.777,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2
2015-q3,luna park,BROOKLYN     ,1.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,alfred e. smith playground,MANHATTAN    ,1.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,electric playground,QUEENS       ,1.749,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,yellowstone park,QUEENS       ,1.745,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,corona golf playground,QUEENS       ,1.722,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2015-q3,wilson playground,BROOKLYN     ,1.721,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,northern playground,QUEENS       ,1.719,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,bartel-pritchard square,BROOKLYN     ,1.711,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2015-q3,doughboy plaza,QUEENS       ,1.71,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,castle hill little league field,BRONX        ,1.707,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,grand ferry park,BROOKLYN     ,1.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,happy warrior playground,MANHATTAN    ,1.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,allen mall one,MANHATTAN    ,1.698,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,playground one twenty five cxxv,MANHATTAN    ,1.691,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,star spangled playground,BROOKLYN     ,1.687,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,patterson playground,BRONX        ,1.683,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,mount eden malls,BRONX        ,1.682,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,midland playground,STATEN ISLAND,1.681,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,adam clayton powell jr. malls,MANHATTAN    ,1.679,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2015-q3,banneker playground,BROOKLYN     ,1.67,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,james j walker park,MANHATTAN    ,1.67,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,whitestone playground,QUEENS       ,1.662,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,equity park,QUEENS       ,1.657,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,thursby basin park,QUEENS       ,1.657,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,bell malls,QUEENS       ,1.652,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,leif ericson fields,BROOKLYN     ,1.65,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,nehemiah park,BROOKLYN     ,1.648,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,marble hill playground,BRONX        ,1.646,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,wagner houses pool,MANHATTAN    ,1.64,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,harlem lane playground,MANHATTAN    ,1.635,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,crowley playground,QUEENS       ,1.633,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,burns playground,BRONX        ,1.623,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,100% playground,BROOKLYN     ,1.616,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,jackie robinson park brooklyn,BROOKLYN     ,1.607,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,ida court,STATEN ISLAND,1.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,jennifer's playground,STATEN ISLAND,1.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,real good park,QUEENS       ,1.598,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,allerton playground,BRONX        ,1.597,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,ocean hill playground,BROOKLYN     ,1.595,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2015-q3,bellevue south park,MANHATTAN    ,1.593,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2015-q3,dag hammarskjold plaza,MANHATTAN    ,1.59,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,mazzei playground,BRONX        ,1.59,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,kolbert playground,BROOKLYN     ,1.581,ONE ACRE OR LARGER,0,0,1,0,0,1,0,2
2015-q3,olmsted-beil house park,STATEN ISLAND,1.58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,poor richard's playground,MANHATTAN    ,1.58,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2
2015-q3,joan of arc park,MANHATTAN    ,1.578,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,taylor playground,BRONX        ,1.578,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,harmony park,BROOKLYN     ,1.56,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,briarwood playground,QUEENS       ,1.558,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,clintonville playground,QUEENS       ,1.553,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,flatbush malls,BROOKLYN     ,1.55,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,washington park brooklyn,BROOKLYN     ,1.549,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,john hancock playground,BROOKLYN     ,1.547,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,frank d. o'connor playground,QUEENS       ,1.537,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,old town playground,STATEN ISLAND,1.534,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,huguenot ponds park,STATEN ISLAND,1.53,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,reiff playground,QUEENS       ,1.529,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,russell sage playground,QUEENS       ,1.526,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,roger morris park,MANHATTAN    ,1.524,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,broad channel park,QUEENS       ,1.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,john allen payne park,BROOKLYN     ,1.51,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,spuyten duyvil playground,BRONX        ,1.51,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,bulova park,QUEENS       ,1.502,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,decatur playground,BROOKLYN     ,1.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,dry dock playground,MANHATTAN    ,1.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,golconda playground,BROOKLYN     ,1.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,maple grove park,QUEENS       ,1.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,unnamed park on riverside drive,MANHATTAN    ,1.494,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2
2015-q3,marx brothers playground,MANHATTAN    ,1.486,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,brevoort playground,BROOKLYN     ,1.485,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,playground sixty two lxii,QUEENS       ,1.48,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,tall oak playground,QUEENS       ,1.48,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,frontera park,QUEENS       ,1.47,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,colden playground,QUEENS       ,1.466,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2015-q3,luther gulick playground,MANHATTAN    ,1.451,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,pulaski park,BRONX        ,1.45,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,booker t. washington playground,MANHATTAN    ,1.441,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,dunbar playground,BRONX        ,1.44,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,playground twenty one,QUEENS       ,1.439,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,prospect playground,BRONX        ,1.438,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,woods playground,BROOKLYN     ,1.438,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,almeda playground,QUEENS       ,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,gaeta park,STATEN ISLAND,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,glenwood playground,BROOKLYN     ,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,sheltering arms playground,MANHATTAN    ,1.43,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2015-q3,mall forty two xlii,QUEENS       ,1.429,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,norelli-hargreaves playground,QUEENS       ,1.427,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,bildersee playground,BROOKLYN     ,1.416,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,pulaski playground,BROOKLYN     ,1.416,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,macdonald park,QUEENS       ,1.415,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,owen f. dolen park,BRONX        ,1.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,van dyke playground,BROOKLYN     ,1.398,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,williamsbridge square,BRONX        ,1.395,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,people's park,BRONX        ,1.394,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,dome playground,BROOKLYN     ,1.385,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,russell pedersen playground,BROOKLYN     ,1.384,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,st. catherine's park,MANHATTAN    ,1.383,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,howard von dohlen playground,QUEENS       ,1.381,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,haven avenue,MANHATTAN    ,1.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,nautilus playground brooklyn,BROOKLYN     ,1.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,arcilla playground,BRONX        ,1.377,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,fountain of youth playground,BRONX        ,1.375,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,lieutenant john h. martinson playground,STATEN ISLAND,1.375,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,martinez playground,BROOKLYN     ,1.373,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,hillside park brooklyn,BROOKLYN     ,1.371,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,lt. lia playground,STATEN ISLAND,1.37,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2015-q3,playground one forty,QUEENS       ,1.37,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,crack is wack playground,MANHATTAN    ,1.369,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,castle hill playground,BRONX        ,1.368,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,adam yauch park,BROOKLYN     ,1.363,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2015-q3,hope ballfield,BROOKLYN     ,1.363,ONE ACRE OR LARGER,1,0,0,0,0,0,0,1
2015-q3,dr. ronald mcnair park,BROOKLYN     ,1.361,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,admiral farragut playground,BRONX        ,1.359,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,mcdonald playground staten island,STATEN ISLAND,1.352,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,unnamed park on vandalia avenue,BROOKLYN     ,1.351,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,fresh meadows playground,QUEENS       ,1.35,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,playground eighty lxxx,QUEENS       ,1.35,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,printer's park,BRONX        ,1.341,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,renaissance playground,MANHATTAN    ,1.34,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,classon playground at classon avenue & lafayette avenue,BROOKLYN     ,1.336,ONE ACRE OR LARGER,0,0,0,3,0,0,0,3
2015-q3,remsen playground,BROOKLYN     ,1.333,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,marc and jason's playground,BROOKLYN     ,1.326,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,veterans park staten island,STATEN ISLAND,1.324,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,lyons square playground,BRONX        ,1.322,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,agnes haywood playground,BRONX        ,1.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,marion hopkinson playground,BROOKLYN     ,1.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,ampere playground,QUEENS       ,1.318,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,potomac playground,BROOKLYN     ,1.315,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,detective joseph mayrose park,BROOKLYN     ,1.314,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
2015-q3,paul raimonda playground,QUEENS       ,1.31,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,prall playground,STATEN ISLAND,1.307,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,horace harding playground,QUEENS       ,1.304,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,dean playground,BROOKLYN     ,1.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,seven gables playground,QUEENS       ,1.297,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,triborough bridge playground b,QUEENS       ,1.295,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,little flower playground,MANHATTAN    ,1.294,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,dongan playground,STATEN ISLAND,1.293,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,bushwick playground on flushing avenue,BROOKLYN     ,1.29,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2015-q3,east river playground,MANHATTAN    ,1.285,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,samuel h. young park,BRONX        ,1.285,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,bowne playground,QUEENS       ,1.28,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,space time playground,BRONX        ,1.28,ONE ACRE OR LARGER,1,0,0,2,0,0,0,3
2015-q3,rudd playground,BROOKLYN     ,1.278,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,willow lake playground,QUEENS       ,1.277,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,murphy's brother's playground,MANHATTAN    ,1.275,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,cooney grauer field,BRONX        ,1.274,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,wagner playground,MANHATTAN    ,1.27,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,emerald playground,QUEENS       ,1.265,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,charlie's place,BROOKLYN     ,1.26,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,pelham bay little league,BRONX        ,1.26,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,greene playground,BROOKLYN     ,1.259,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,tanahey playground,MANHATTAN    ,1.254,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2015-q3,albert j. parham playground,BROOKLYN     ,1.253,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,parkside playground brooklyn,BROOKLYN     ,1.252,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2015-q3,carlton park at carlton boulevard & crown avenue,STATEN ISLAND,1.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,playground ninety,QUEENS       ,1.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,neptune playground,BROOKLYN     ,1.243,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,annunciation park,MANHATTAN    ,1.24,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,heckscher playground,BROOKLYN     ,1.24,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,grassmere playground,QUEENS       ,1.239,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,queensboro oval,MANHATTAN    ,1.239,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,gonzalo plasencia playground,BROOKLYN     ,1.236,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,fresh meadows park,QUEENS       ,1.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,patrick o'rourke park,BROOKLYN     ,1.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,rienzi playground,BRONX        ,1.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,roebling playground,BROOKLYN     ,1.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,howard bennett playground,MANHATTAN    ,1.228,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,stanley isaacs playground,MANHATTAN    ,1.227,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,chappetto square,QUEENS       ,1.226,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,brighton playground,BROOKLYN     ,1.225,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,nelson playground,BRONX        ,1.222,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,sheepshead bay piers,BROOKLYN     ,1.22,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,eleanor roosevelt playground,BROOKLYN     ,1.211,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,bayside playground,QUEENS       ,1.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,bayview playground,BROOKLYN     ,1.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,francis lewis playground,QUEENS       ,1.206,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,murray hill playground,QUEENS       ,1.206,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2015-q3,magenta playground,BRONX        ,1.205,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2015-q3,tiffany playground,BRONX        ,1.205,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2015-q3,maurice a fitzgerald playground,QUEENS       ,1.201,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,daniel boone playground,BRONX        ,1.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,hilton holiday gardens,QUEENS       ,1.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,hattie carthan playground,BROOKLYN     ,1.195,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,korean war veterans plaza,BROOKLYN     ,1.195,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,stroud playground,BROOKLYN     ,1.194,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,tilden playground,BROOKLYN     ,1.19,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,lafayette playground on stillwell avenue,BROOKLYN     ,1.187,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,south oxford park,BROOKLYN     ,1.187,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,underwood park,BROOKLYN     ,1.187,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,grove hill playground,BRONX        ,1.186,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,la guardia playground,BROOKLYN     ,1.179,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,unnamed park on drumgoole road & vernon avenue,STATEN ISLAND,1.178,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,belmont playground brooklyn,BROOKLYN     ,1.177,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,steuben playground,BROOKLYN     ,1.171,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,the cyclone,BROOKLYN     ,1.17,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,william sheridan playground,BROOKLYN     ,1.17,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,oakland gardens,QUEENS       ,1.166,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2015-q3,ehrenreich-austin playground,QUEENS       ,1.161,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
