,Created_Time,park_name,Complaint
1870,2015-q2,laguardia landing lights,11
1871,2015-q2,laredo avenue parcel,3
1872,2015-q2,last chance pond park,3
1873,2015-q2,latimer playground,6
1874,2015-q2,latourette park & golf course,24
1875,2015-q2,laurelton parkway,11
1876,2015-q2,lefferts playground,2
1877,2015-q2,leif ericson fields,4
1878,2015-q2,leif ericson park,15
1879,2015-q2,lemon creek park,3
1880,2015-q2,lincoln terrace / arthur s. somers park,4
1881,2015-q2,linden park,9
1882,2015-q2,lindower park,1
1883,2015-q2,little bay park,3
1884,2015-q2,little flower playground,1
1885,2015-q2,locust manor playground,1
1886,2015-q2,locust point marina,9
1887,2015-q2,london planetree playground,7
1888,2015-q2,long pond park,4
1889,2015-q2,lopez playground,3
1890,2015-q2,loreto playground,6
1891,2015-q2,lost battalion hall recreation center,3
1892,2015-q2,louis armstrong playground,2
1893,2015-q2,louis cuvillier park,3
1894,2015-q2,lozada playground,2
1895,2015-q2,luna park,2
1896,2015-q2,luther gulick playground,5
1897,2015-q2,lyons square playground,3
1898,2015-q2,macdonald park,1
1899,2015-q2,machate circle,1
1900,2015-q2,macneil park,1
1901,2015-q2,macombs dam park,4
1902,2015-q2,madison square park,1
1903,2015-q2,mafera park,1
1904,2015-q2,magenta playground,1
1905,2015-q2,mahoney playground,4
1906,2015-q2,manhattan beach park,11
1907,2015-q2,mapes ballfield,1
1908,2015-q2,maple grove park,4
1909,2015-q2,marc and jason's playground,1
1910,2015-q2,marconi park,5
1911,2015-q2,marcus garvey park,1
1912,2015-q2,marcy playground,11
1913,2015-q2,margaret i. carman green - weeping beech,5
1914,2015-q2,marie curie park,2
1915,2015-q2,marine park,50
1916,2015-q2,mariners marsh park,2
1917,2015-q2,marion hopkinson playground,4
1918,2015-q2,markham playground,4
1919,2015-q2,martin luther king jr. playground,1
1920,2015-q2,martinez playground,10
1921,2015-q2,matthews muliner playground,1
1922,2015-q2,maurice a fitzgerald playground,1
1923,2015-q2,mazzei playground,3
1924,2015-q2,mccarren park,8
1925,2015-q2,mcguire fields,1
1926,2015-q2,mckinley park,5
1927,2015-q2,mclaughlin park,6
1928,2015-q2,mentone playground,1
1929,2015-q2,merriam playground,1
1930,2015-q2,middleton playground,1
1931,2015-q2,midland field,3
1932,2015-q2,midland malls,9
1933,2015-q2,midland playground,4
1934,2015-q2,monsignor kett playground,1
1935,2015-q2,montbellier park,5
1936,2015-q2,moore homestead playground,1
1937,2015-q2,morningside park,7
1938,2015-q2,mosholu parkway,2
1939,2015-q2,motor parkway,7
1940,2015-q2,mount eden malls,1
1941,2015-q2,msgr. mcgolrick park,3
1942,2015-q2,mullaly park,4
1943,2015-q2,naples playground,2
1944,2015-q2,nehemiah park,1
1945,2015-q2,neptune playground,1
1946,2015-q2,nicholas naquan heyward jr. park,8
1947,2015-q2,norelli-hargreaves playground,4
1948,2015-q2,north shore esplanade,9
1949,2015-q2,northerleigh park,4
1950,2015-q2,northern playground,2
1951,2015-q2,nostrand playground,2
1952,2015-q2,oakland gardens,2
1953,2015-q2,ocean breeze park,6
1954,2015-q2,ocean hill playground,1
1955,2015-q2,ocean parkway malls,57
1956,2015-q2,old place creek park,2
1957,2015-q2,old town playground,1
1958,2015-q2,olmsted-beil house park,1
1959,2015-q2,osborn playground,6
1960,2015-q2,overlook park,1
1961,2015-q2,owen f. dolen park,1
1962,2015-q2,owl's head park,5
1963,2015-q2,oxport playground,3
1964,2015-q2,p.o. reinaldo salgado playground,4
1965,2015-q2,p.o. serrano playground,5
1966,2015-q2,paerdegat basin park,17
1967,2015-q2,palmer inlet,2
1968,2015-q2,parade ground,8
1969,2015-q2,park avenue malls,6
1970,2015-q2,park of the americas,4
1971,2015-q2,patrick o'rourke park,2
1972,2015-q2,patterson playground,1
1973,2015-q2,paul raimonda playground,6
1974,2015-q2,pelham bay little league,2
1975,2015-q2,pelham bay park,22
1976,2015-q2,pelham parkway,20
1977,2015-q2,pena herrera park,8
1978,2015-q2,peters field,5
1979,2015-q2,"phil ""scooter"" rizzuto park",4
1980,2015-q2,planeview park,1
1981,2015-q2,playground 52 lii,3
1982,2015-q2,playground eighty lxxx,1
1983,2015-q2,playground ninety,1
1984,2015-q2,playground one twenty five cxxv,2
1985,2015-q2,playground sixty two lxii,8
1986,2015-q2,playground twenty one,5
1987,2015-q2,plimpton playground,7
1988,2015-q2,poe park,1
1989,2015-q2,police officer edward byrne park,4
1990,2015-q2,police officer nicholas demutiis park,1
1991,2015-q2,pomonok playground,2
1992,2015-q2,poppenhusen playground,3
1993,2015-q2,potomac playground,7
1994,2015-q2,powell playground,3
1995,2015-q2,powell's cove park,1
1996,2015-q2,prall playground,3
1997,2015-q2,prescott playground,7
1998,2015-q2,printer's park,1
1999,2015-q2,prospect park,30
2000,2015-q2,prospect playground,1
2001,2015-q2,pugsley creek park,14
2002,2015-q2,pulaski playground,2
2003,2015-q2,quarry ballfields,1
2004,2015-q2,queens farm park,7
2005,2015-q2,queensbridge park,7
2006,2015-q2,ralph demarco park,1
2007,2015-q2,ravenswood playground,5
2008,2015-q2,raymond bush playground,5
2009,2015-q2,real good park,3
2010,2015-q2,red hook recreation area,46
2011,2015-q2,reed's basket willow swamp park,1
2012,2015-q2,reiff playground,3
2013,2015-q2,rev j polite playground,2
2014,2015-q2,richman (echo) park,3
2015,2015-q2,richmond parkway,38
2016,2015-q2,riverdale park,2
2017,2015-q2,riverside park,16
2018,2015-q2,roberto clemente ballfield,1
2019,2015-q2,rochdale park,2
2020,2015-q2,rockaway beach and boardwalk,6
2021,2015-q2,rockaway community park,3
2022,2015-q2,rockaway freeway,47
2023,2015-q2,rocket park,1
2024,2015-q2,roebling playground,9
2025,2015-q2,roger morris park,2
2026,2015-q2,rosemary's playground,3
2027,2015-q2,roy wilkins recreation center,5
2028,2015-q2,rudd playground,2
2029,2015-q2,rufus king park,5
2030,2015-q2,russell sage playground,1
2031,2015-q2,sara d. roosevelt park,7
2032,2015-q2,saratoga ballfields,3
2033,2015-q2,saratoga park,4
2034,2015-q2,saul weprin playground,4
2035,2015-q2,saw mill creek marsh,2
2036,2015-q2,scarangella park,3
2037,2015-q2,schmul park,3
2038,2015-q2,seagirt ave wetlands,1
2039,2015-q2,seaside playground,3
2040,2015-q2,seaside wildlife nature park,2
2041,2015-q2,sedgwick playground,1
2042,2015-q2,seton falls park,3
2043,2015-q2,seward park,3
2044,2015-q2,sheepshead bay piers,5
2045,2015-q2,sheepshead playground,6
2046,2015-q2,shore park and parkway,36
2047,2015-q2,siedenburg park,4
2048,2015-q2,silver lake park,14
2049,2015-q2,skyline playground,2
2050,2015-q2,snug harbor cultural center,3
2051,2015-q2,sobel court park,2
2052,2015-q2,socrates sculpture park,1
2053,2015-q2,soundview park,36
2054,2015-q2,south oxford park,4
2055,2015-q2,south pacific playground,6
2056,2015-q2,south shore country club,3
2057,2015-q2,southern fields,1
2058,2015-q2,space time playground,5
2059,2015-q2,sperandeo brothers playground,6
2060,2015-q2,spring creek park,23
2061,2015-q2,spring creek park addition,5
2062,2015-q2,springfield park,1
2063,2015-q2,spuyten duyvil shorefront park,3
2064,2015-q2,st. albans park,11
2065,2015-q2,st. andrew's playground,9
2066,2015-q2,st. james park,2
2067,2015-q2,st. john's recreation center,7
2068,2015-q2,st. michael's park,4
2069,2015-q2,st. michael's playground,6
2070,2015-q2,st. nicholas park,6
2071,2015-q2,stapleton playground,2
2072,2015-q2,staten island industrial park,8
2073,2015-q2,steeplechase park,1
2074,2015-q2,sternberg park,3
2075,2015-q2,steuben playground,7
2076,2015-q2,stockton playground,2
2077,2015-q2,story playground,7
2078,2015-q2,stroud playground,3
2079,2015-q2,sumner playground,5
2080,2015-q2,sunrise playground,2
2081,2015-q2,sunset park,19
2082,2015-q2,sutter ballfields,1
2083,2015-q2,taaffe playground,2
2084,2015-q2,tall oak playground,5
2085,2015-q2,tanahey playground,2
2086,2015-q2,tappen park,5
2087,2015-q2,telephone playground,2
2088,2015-q2,terrace playground,2
2089,2015-q2,the high line,4
2090,2015-q2,the olde towne of flushing burial ground,4
2091,2015-q2,thomas boyland park,5
2092,2015-q2,thomas greene playground,14
2093,2015-q2,thomas jefferson park,1
2094,2015-q2,thomas paine park,6
2095,2015-q2,tiffany playground,3
2096,2015-q2,tiffany street pier,1
2097,2015-q2,tompkins square park,1
2098,2015-q2,torsney playground,2
2099,2015-q2,tottenville shore park,3
2100,2015-q2,travers park,4
2101,2015-q2,tremont park,6
2102,2015-q2,triboro plaza,3
2103,2015-q2,trinity park,12
2104,2015-q2,tudor park,3
2105,2015-q2,underwood park,1
2106,2015-q2,university place,6
2107,2015-q2,university woods,6
2108,2015-q2,utopia playground,7
2109,2015-q2,valentino pier,6
2110,2015-q2,van alst playground,2
2111,2015-q2,van cortlandt park,20
2112,2015-q2,van voorhees park,7
2113,2015-q2,vito locascio field,2
2114,2015-q2,vleigh playground,2
2115,2015-q2,von briesen park,5
2116,2015-q2,wagner houses pool,4
2117,2015-q2,walker park,1
2118,2015-q2,walt whitman park,3
2119,2015-q2,washington market park,5
2120,2015-q2,washington square park,3
2121,2015-q2,washington's walk,1
2122,2015-q2,watson gleason playground,5
2123,2015-q2,west bronx recreation center,1
2124,2015-q2,west playground,6
2125,2015-q2,westbourne playground,1
2126,2015-q2,westwood park,9
2127,2015-q2,whitey ford field,3
2128,2015-q2,willets point playground,7
2129,2015-q2,william sheridan playground,1
2130,2015-q2,williamsbridge oval,9
2131,2015-q2,williamsbridge square,1
2132,2015-q2,willowbrook park,10
2133,2015-q2,willowbrook parkway,14
2134,2015-q2,wingate park,5
2135,2015-q2,woods playground,2
2136,2015-q2,woodtree playground,8
2137,2015-q2,yellowstone park,3
2138,2015-q3,"""uncle"" vito e. maranzano glendale playground",4
2139,2015-q3,100% playground,1
2140,2015-q3,adam clayton powell jr. malls,3
2141,2015-q3,admiral farragut playground,5
2142,2015-q3,albert j. parham playground,2
2143,2015-q3,alfred e. smith playground,1
2144,2015-q3,alice austen park,1
2145,2015-q3,allen mall one,7
2146,2015-q3,allerton playground,1
2147,2015-q3,alley athletic playground,6
2148,2015-q3,alley park,4
2149,2015-q3,alley pond park,50
2150,2015-q3,allison pond park,1
2151,2015-q3,almeda playground,1
2152,2015-q3,ambrosini field,10
2153,2015-q3,ampere playground,5
2154,2015-q3,anchorage plaza,7
2155,2015-q3,annadale playground,5
2156,2015-q3,annunciation park,1
2157,2015-q3,aqueduct walk,12
2158,2015-q3,arcilla playground,1
2159,2015-q3,arden woods,10
2160,2015-q3,asser levy park,3
2161,2015-q3,asser levy playground,1
2162,2015-q3,astoria heights playground,3
2163,2015-q3,astoria park,9
2164,2015-q3,bailey playground,4
2165,2015-q3,baisley pond park,16
2166,2015-q3,banneker playground,4
2167,2015-q3,barrett park,5
2168,2015-q3,barretto point park,5
2169,2015-q3,bartel-pritchard square,1
2170,2015-q3,baruch playground,1
2171,2015-q3,bath playground,2
2172,2015-q3,bathgate playground,3
2173,2015-q3,battery park,10
2174,2015-q3,battery park city,4
2175,2015-q3,bayside fields,2
2176,2015-q3,bayside playground,1
2177,2015-q3,bayswater park,4
2178,2015-q3,bayview terrace park,1
2179,2015-q3,beach 17 playground,4
2180,2015-q3,beach 9 playground,3
2181,2015-q3,beach channel park,3
2182,2015-q3,bell malls,8
2183,2015-q3,bellevue south park,2
2184,2015-q3,belt parkway,7
2185,2015-q3,belt parkway/shore parkway,50
2186,2015-q3,bensonhurst park,1
2187,2015-q3,betsy head park,5
2188,2015-q3,bildersee playground,1
2189,2015-q3,bill brown playground,3
2190,2015-q3,blood root valley,7
2191,2015-q3,bloomingdale park,9
2192,2015-q3,blue heron park,11
2193,2015-q3,booker t. washington playground,1
2194,2015-q3,bowling green,4
2195,2015-q3,bowne park,4
2196,2015-q3,bradys pond park,1
2197,2015-q3,breininger park,2
2198,2015-q3,breukelen ballfields,7
2199,2015-q3,brevoort playground,6
2200,2015-q3,briarwood playground,2
2201,2015-q3,brighton playground,2
2202,2015-q3,broad channel wetlands,1
2203,2015-q3,broadway malls,17
2204,2015-q3,bronx park,17
2205,2015-q3,bronx river parkway,39
2206,2015-q3,brooklyn botanic garden,21
2207,2015-q3,brooklyn bridge park,6
2208,2015-q3,brooklyn heights promenade,2
2209,2015-q3,brooklyn museum,8
2210,2015-q3,brookville park,12
2211,2015-q3,brower park,12
2212,2015-q3,brownsville playground,7
2213,2015-q3,bruckner playground,1
2214,2015-q3,brust park,2
2215,2015-q3,bufano park,1
2216,2015-q3,bulova park,4
2217,2015-q3,bunker ponds park,6
2218,2015-q3,burns playground,4
2219,2015-q3,cadman plaza park,9
2220,2015-q3,callahan-kelly playground,10
2221,2015-q3,calvert vaux park,1
2222,2015-q3,cambria playground,4
2223,2015-q3,canarsie park,5
2224,2015-q3,captain tilly park,3
2225,2015-q3,cardozo playground,4
2226,2015-q3,carroll park,1
2227,2015-q3,caserta playground,7
2228,2015-q3,castle hill park,4
2229,2015-q3,castle hill playground,6
2230,2015-q3,castlewood playground,3
2231,2015-q3,challenge playground,6
2232,2015-q3,chappetto square,4
2233,2015-q3,charlie's place,1
2234,2015-q3,chester playground,2
2235,2015-q3,city hall park,11
2236,2015-q3,city line park,2
2237,2015-q3,claremont park,12
2238,2015-q3,clawson playground,1
2239,2015-q3,clearview park golf course,5
2240,2015-q3,clintonville playground,1
2241,2015-q3,clove lakes park,21
2242,2015-q3,clove's tail,1
2243,2015-q3,coffey park,6
2244,2015-q3,coleman playground,2
2245,2015-q3,colgate close,2
2246,2015-q3,colonel david marcus playground,3
2247,2015-q3,colucci playground,9
2248,2015-q3,commodore barry park,8
2249,2015-q3,conch playground,1
2250,2015-q3,concrete plant park,3
2251,2015-q3,coney island beach & boardwalk,10
2252,2015-q3,coney island creek park,1
2253,2015-q3,conference house park,2
2254,2015-q3,cooney grauer field,2
2255,2015-q3,cooper park,6
2256,2015-q3,corona golf playground,5
2257,2015-q3,corporal john a. seravalli playground,4
2258,2015-q3,cpl. thompson park,5
2259,2015-q3,crescent beach park,4
2260,2015-q3,crocheron park,6
2261,2015-q3,cross island parkway,49
2262,2015-q3,crotona park,28
2263,2015-q3,crotona parkway malls,11
2264,2015-q3,crowley playground,2
2265,2015-q3,cunningham park,29
2266,2015-q3,cuyler gore park,1
2267,2015-q3,d'emic playground,2
2268,2015-q3,daniel m. o'connell playground,1
2269,2015-q3,de hostos playground,5
2270,2015-q3,de matti playground,2
2271,2015-q3,dean playground,3
2272,2015-q3,decatur playground,1
2273,2015-q3,deere park,4
2274,2015-q3,delphin h. greene playground,2
2275,2015-q3,detective joseph mayrose park,6
2276,2015-q3,detective keith l williams park,1
2277,2015-q3,detective william t. gunn park,3
2278,2015-q3,devoe park,1
2279,2015-q3,dimattina playground,2
2280,2015-q3,dongan playground,1
2281,2015-q3,doughboy plaza,2
2282,2015-q3,douglaston park golf course,8
2283,2015-q3,dr. charles r. drew park,1
2284,2015-q3,dr. green playground,3
2285,2015-q3,dr. ronald mcnair park,8
2286,2015-q3,dubos point wildlife sanctuary,2
2287,2015-q3,dugan playground,6
2288,2015-q3,dutch kills playground,6
2289,2015-q3,dyker beach park,24
2290,2015-q3,east river park,3
2291,2015-q3,east springfield playground,3
2292,2015-q3,eastchester playground,1
2293,2015-q3,eastern parkway,46
2294,2015-q3,edenwald playground,2
2295,2015-q3,ehrenreich-austin playground,3
2296,2015-q3,eleanor roosevelt playground,3
2297,2015-q3,elmhurst park,1
2298,2015-q3,emerald playground,1
2299,2015-q3,ericsson playground,4
2300,2015-q3,evergreen park,8
2301,2015-q3,ewen park,1
2302,2015-q3,faber pool and park,1
2303,2015-q3,farm playground,2
2304,2015-q3,father macris park,1
2305,2015-q3,ferry point park,16
2306,2015-q3,fish playground,2
2307,2015-q3,flatbush malls,3
2308,2015-q3,floyd patterson ballfields,4
2309,2015-q3,flushing fields,4
2310,2015-q3,flushing meadows corona park,72
2311,2015-q3,fordham landing playground,4
2312,2015-q3,forest park,34
2313,2015-q3,fort greene park,3
2314,2015-q3,fort hamilton athletic field,6
2315,2015-q3,fort tryon park,26
2316,2015-q3,fort washington park,5
2317,2015-q3,four sparrow marsh,1
2318,2015-q3,francis lewis playground,2
2319,2015-q3,frank golden park,3
2320,2015-q3,frank principe park,8
2321,2015-q3,franklin d. roosevelt boardwalk and beach,21
2322,2015-q3,franz sigel park,2
2323,2015-q3,frederick b. judge playground,6
2324,2015-q3,fresh creek nature preserve,3
2325,2015-q3,fresh meadows playground,2
2326,2015-q3,freshkills park,18
2327,2015-q3,frontera park,3
2328,2015-q3,fulton park,6
2329,2015-q3,gaeta park,2
2330,2015-q3,gemini fields,6
2331,2015-q3,gen. douglas macarthur park,3
2332,2015-q3,gilbert ramirez park,1
2333,2015-q3,givan square,5
2334,2015-q3,givans creek woods,2
2335,2015-q3,glenwood playground,1
2336,2015-q3,golconda playground,3
2337,2015-q3,gonzalo plasencia playground,3
2338,2015-q3,gorman park,5
2339,2015-q3,gorman playground,1
2340,2015-q3,governor smith playground,1
2341,2015-q3,grace playground,5
2342,2015-q3,grand central parkway,72
2343,2015-q3,grant park,3
2344,2015-q3,grassmere playground,4
2345,2015-q3,gravesend park,2
2346,2015-q3,great kills park,20
2347,2015-q3,green central knoll,11
2348,2015-q3,greenbelt native plant center,2
2349,2015-q3,greencroft playground,5
2350,2015-q3,greenwood playground,1
2351,2015-q3,grover cleveland playground,4
2352,2015-q3,haffen park,4
2353,2015-q3,haggerty park,1
2354,2015-q3,hallets cove playground,2
2355,2015-q3,hamilton fish park,2
2356,2015-q3,hamilton metz field,1
2357,2015-q3,harding park,2
2358,2015-q3,harding park beautification project,2
2359,2015-q3,harlem river park,7
2360,2015-q3,harmony park,8
2361,2015-q3,harold ickes playground,2
2362,2015-q3,harvey park,4
2363,2015-q3,hattie carthan playground,3
2364,2015-q3,heckscher playground,4
2365,2015-q3,henry hudson park,2
2366,2015-q3,henry hudson parkway,1
2367,2015-q3,herbert von king park,8
2368,2015-q3,herman dolgon playground,7
2369,2015-q3,hero park,3
2370,2015-q3,hickman playground,1
2371,2015-q3,highland park,10
2372,2015-q3,hilton holiday gardens,6
2373,2015-q3,hinton park,3
2374,2015-q3,hoffman park,1
2375,2015-q3,holy cow playground,2
2376,2015-q3,hoover - manton playgrounds,2
2377,2015-q3,horace harding playground,3
2378,2015-q3,howard von dohlen playground,1
2379,2015-q3,hoyt playground,3
2380,2015-q3,hugh j. grant circle,1
2381,2015-q3,huguenot ponds park,1
2382,2015-q3,hutchinson river parkway,40
2383,2015-q3,ida court,1
2384,2015-q3,idlewild park,2
2385,2015-q3,ingram woods,2
2386,2015-q3,inwood hill park,18
2387,2015-q3,irving square park,1
2388,2015-q3,isham park,5
2389,2015-q3,j. hood wright park,2
2390,2015-q3,jackie robinson parkway,37
2391,2015-q3,jackie robinson playground,3
2392,2015-q3,jacob h. schiff playground,1
2393,2015-q3,jacob's ladder playground,2
2394,2015-q3,jamaica bay park,2
2395,2015-q3,james j walker park,4
2396,2015-q3,jennifer's playground,1
2397,2015-q3,jerome park,1
2398,2015-q3,jerome playground,5
2399,2015-q3,jesse owens playground,4
2400,2015-q3,john golden park,3
2401,2015-q3,john hancock playground,2
2402,2015-q3,john j carty park,3
2403,2015-q3,jones woods park,3
2404,2015-q3,joseph austin playground,8
2405,2015-q3,joyce kilmer park,1
2406,2015-q3,judge moses weinstein playground,2
2407,2015-q3,julio carballo fields,5
2408,2015-q3,juniper valley park,6
2409,2015-q3,kathy reilly triangle,4
2410,2015-q3,kennedy playground,5
2411,2015-q3,kingdom pond park,4
2412,2015-q3,kissena corridor park,54
2413,2015-q3,kissena park,12
2414,2015-q3,korean war veterans plaza,6
2415,2015-q3,kosciuszko pool,5
2416,2015-q3,l/cpl thomas p. noonan jr. playground,9
2417,2015-q3,la guardia playground,9
2418,2015-q3,laguardia landing lights,39
2419,2015-q3,laredo avenue parcel,2
2420,2015-q3,last chance pond park,4
2421,2015-q3,latimer playground,1
2422,2015-q3,latourette park & golf course,15
2423,2015-q3,laurelton parkway,19
2424,2015-q3,laurelton playground,5
2425,2015-q3,lawrence virgilio playground,2
2426,2015-q3,lefferts playground,1
2427,2015-q3,leif ericson fields,9
2428,2015-q3,leif ericson park,20
2429,2015-q3,lemon creek park,8
2430,2015-q3,lincoln terrace / arthur s. somers park,4
2431,2015-q3,linden park,7
2432,2015-q3,lindower park,6
2433,2015-q3,linnaeus park,6
2434,2015-q3,little flower playground,2
2435,2015-q3,locust manor playground,2
2436,2015-q3,locust point marina,9
2437,2015-q3,london planetree playground,12
2438,2015-q3,long pond park,6
2439,2015-q3,lopez playground,3
2440,2015-q3,loreto playground,1
2441,2015-q3,lost battalion hall recreation center,4
2442,2015-q3,louis armstrong playground,1
2443,2015-q3,lozada playground,1
2444,2015-q3,lt. lia playground,1
2445,2015-q3,luther gulick playground,3
2446,2015-q3,lyons square playground,3
2447,2015-q3,machate circle,2
2448,2015-q3,macneil park,1
2449,2015-q3,macombs dam park,4
2450,2015-q3,madison square park,1
2451,2015-q3,mafera park,7
2452,2015-q3,magenta playground,2
2453,2015-q3,manhattan beach park,13
2454,2015-q3,maple grove park,6
2455,2015-q3,marble hill playground,1
2456,2015-q3,marc and jason's playground,4
2457,2015-q3,marconi park,2
2458,2015-q3,marcus garvey park,1
2459,2015-q3,marcy playground,20
2460,2015-q3,margaret i. carman green - weeping beech,9
2461,2015-q3,maria hernandez park,3
2462,2015-q3,marie curie park,5
2463,2015-q3,marine park,51
2464,2015-q3,marion hopkinson playground,3
2465,2015-q3,martin luther king jr. playground,5
2466,2015-q3,martinez playground,5
2467,2015-q3,matthews muliner playground,2
2468,2015-q3,maurice a fitzgerald playground,1
2469,2015-q3,mccarren park,10
2470,2015-q3,mcguire fields,1
2471,2015-q3,mckinley park,6
2472,2015-q3,mclaughlin park,5
2473,2015-q3,mellett playground,1
2474,2015-q3,meredith woods,2
2475,2015-q3,middleton playground,4
2476,2015-q3,midland field,2
2477,2015-q3,midland malls,6
2478,2015-q3,monsignor crawford field,2
2479,2015-q3,monsignor kett playground,1
2480,2015-q3,montbellier park,8
2481,2015-q3,moore homestead playground,2
2482,2015-q3,morningside park,15
2483,2015-q3,mosholu parkway,6
2484,2015-q3,motor parkway,14
2485,2015-q3,mount eden malls,6
2486,2015-q3,msgr. mcgolrick park,3
2487,2015-q3,mullaly park,1
2488,2015-q3,murray hill playground,1
2489,2015-q3,murray playground,4
2490,2015-q3,naples playground,3
2491,2015-q3,nehemiah park,7
2492,2015-q3,nelson playground,1
2493,2015-q3,neptune playground,1
2494,2015-q3,nicholas naquan heyward jr. park,3
2495,2015-q3,noble playground,1
2496,2015-q3,norelli-hargreaves playground,2
2497,2015-q3,north rochdale playground,1
2498,2015-q3,north shore esplanade,12
2499,2015-q3,northerleigh park,4
2500,2015-q3,northern playground,2
2501,2015-q3,nostrand playground,3
2502,2015-q3,oakland gardens,2
2503,2015-q3,ocean breeze park,11
2504,2015-q3,ocean parkway malls,42
2505,2015-q3,old place creek park,9
2506,2015-q3,osborn playground,8
2507,2015-q3,owen f. dolen park,5
2508,2015-q3,owl's head park,7
2509,2015-q3,p.o. reinaldo salgado playground,3
2510,2015-q3,p.o. serrano playground,9
2511,2015-q3,paerdegat basin park,12
2512,2015-q3,paerdegat park,2
2513,2015-q3,palmer inlet,4
2514,2015-q3,parade ground,5
2515,2015-q3,park avenue malls,8
2516,2015-q3,park of the americas,12
2517,2015-q3,patrick o'rourke park,1
2518,2015-q3,paul raimonda playground,2
2519,2015-q3,pelham bay little league,4
2520,2015-q3,pelham bay park,22
2521,2015-q3,pelham parkway,23
2522,2015-q3,pena herrera park,1
2523,2015-q3,"phil ""scooter"" rizzuto park",12
2524,2015-q3,pink playground,1
2525,2015-q3,playground 52 lii,3
2526,2015-q3,playground eighty lxxx,1
2527,2015-q3,playground one forty,3
2528,2015-q3,playground one twenty five cxxv,1
2529,2015-q3,playground sixty two lxii,8
2530,2015-q3,playground twenty one,1
2531,2015-q3,plimpton playground,9
2532,2015-q3,poe park,2
2533,2015-q3,police officer nicholas demutiis park,4
2534,2015-q3,potomac playground,5
2535,2015-q3,powell playground,1
2536,2015-q3,powell's cove park,2
2537,2015-q3,power playground,2
2538,2015-q3,prall playground,3
2539,2015-q3,prescott playground,4
2540,2015-q3,printer's park,5
2541,2015-q3,prospect park,36
2542,2015-q3,prospect playground,3
2543,2015-q3,pugsley creek park,14
2544,2015-q3,pulaski playground,5
2545,2015-q3,quarry ballfields,2
2546,2015-q3,queens farm park,16
2547,2015-q3,queensbridge park,8
2548,2015-q3,railroad playground,1
2549,2015-q3,rappaport playground,2
2550,2015-q3,ravenswood playground,9
2551,2015-q3,raymond bush playground,2
2552,2015-q3,real good park,1
2553,2015-q3,red hook recreation area,29
2554,2015-q3,remsen playground,4
2555,2015-q3,rev j polite playground,5
2556,2015-q3,richman (echo) park,2
2557,2015-q3,richmond parkway,29
2558,2015-q3,riverdale park,1
2559,2015-q3,riverside park,6
2560,2015-q3,robert moses playground,1
2561,2015-q3,rochdale park,1
2562,2015-q3,rockaway beach and boardwalk,6
2563,2015-q3,rockaway community park,4
2564,2015-q3,rockaway freeway,39
2565,2015-q3,rocket park,1
2566,2015-q3,roebling playground,6
2567,2015-q3,rosemary's playground,1
2568,2015-q3,roy wilkins recreation center,6
2569,2015-q3,rufus king park,7
2570,2015-q3,russell pedersen playground,2
2571,2015-q3,russell sage playground,2
2572,2015-q3,sakura park,1
2573,2015-q3,samuel h. young park,2
2574,2015-q3,sara d. roosevelt park,4
2575,2015-q3,saratoga ballfields,5
2576,2015-q3,saratoga park,9
2577,2015-q3,saul weprin playground,2
2578,2015-q3,saw mill creek marsh,3
2579,2015-q3,scarangella park,3
2580,2015-q3,schmul park,1
2581,2015-q3,seagirt ave wetlands,3
2582,2015-q3,seaside playground,3
2583,2015-q3,sedgwick playground,3
2584,2015-q3,seth low playground/ bealin square,3
2585,2015-q3,seton falls park,3
2586,2015-q3,seven gables playground,2
2587,2015-q3,seward park,4
2588,2015-q3,sheepshead bay piers,1
2589,2015-q3,sheepshead playground,8
2590,2015-q3,sherman creek,6
2591,2015-q3,shore park and parkway,33
2592,2015-q3,siedenburg park,3
2593,2015-q3,silver lake park,14
2594,2015-q3,simeone park,4
2595,2015-q3,skyline playground,2
2596,2015-q3,snug harbor cultural center,5
2597,2015-q3,socrates sculpture park,1
2598,2015-q3,soundview park,30
2599,2015-q3,south oxford park,1
2600,2015-q3,south pacific playground,6
2601,2015-q3,south shore country club,3
2602,2015-q3,space time playground,3
2603,2015-q3,sperandeo brothers playground,1
2604,2015-q3,sports park,2
2605,2015-q3,spring creek park,12
2606,2015-q3,spring creek park addition,5
2607,2015-q3,springfield park,4
2608,2015-q3,springfield park north,1
2609,2015-q3,spuyten duyvil shorefront park,3
2610,2015-q3,st. albans park,10
2611,2015-q3,st. andrew's playground,4
2612,2015-q3,st. james park,3
2613,2015-q3,st. john's recreation center,4
2614,2015-q3,st. michael's playground,8
2615,2015-q3,st. nicholas park,1
2616,2015-q3,stapleton playground,4
2617,2015-q3,star spangled playground,6
2618,2015-q3,starlight park,1
2619,2015-q3,staten island industrial park,9
2620,2015-q3,sternberg park,2
2621,2015-q3,steuben playground,3
2622,2015-q3,stockton playground,2
2623,2015-q3,story playground,1
2624,2015-q3,stroud playground,1
2625,2015-q3,sumner playground,6
2626,2015-q3,sunrise playground,5
2627,2015-q3,sunset park,2
2628,2015-q3,sutter ballfields,3
2629,2015-q3,taaffe playground,4
2630,2015-q3,tall oak playground,3
2631,2015-q3,tappen park,5
2632,2015-q3,taylor playground,1
2633,2015-q3,terrace playground,6
2634,2015-q3,the high line,3
2635,2015-q3,the olde towne of flushing burial ground,4
