,PERIOD,PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,CRIME_TOT,Street_light,Drinking,Drugs,311_Total
5741,2016-q2,coney island beach & boardwalk,BROOKLYN     ,399.2,ONE ACRE OR LARGER,0,0,2,3,0,7,0,12,9,2,0,11
5742,2016-q2,cunningham park,QUEENS       ,358.0,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,40,1,0,41
5743,2016-q2,richmond parkway,STATEN ISLAND,350.98,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,33,0,0,33
5744,2016-q2,cross island parkway,QUEENS       ,326.9,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,31,0,0,31
5745,2016-q2,great kills park,STATEN ISLAND,315.09,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,15,3,0,18
5746,2016-q2,wolfe's pond park,STATEN ISLAND,302.69,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5747,2016-q2,conference house park,STATEN ISLAND,286.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,8,0,0,8
5748,2016-q2,randall's island park,MANHATTAN    ,256.11,ONE ACRE OR LARGER,0,0,0,0,0,6,0,6,0,0,0,0
5749,2016-q2,rockaway community park,QUEENS       ,255.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,6,0,0,6
5750,2016-q2,kissena park,QUEENS       ,237.15,ONE ACRE OR LARGER,0,0,0,2,0,2,0,4,4,0,0,4
5751,2016-q2,riverside park,MANHATTAN    ,235.77,ONE ACRE OR LARGER,0,0,4,1,0,5,0,10,13,1,0,14
5752,2016-q2,hutchinson river parkway,BRONX        ,229.14,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,23,0,0,23
5753,2016-q2,blue heron park,STATEN ISLAND,217.45,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,24,0,0,24
5754,2016-q2,dyker beach park,BROOKLYN     ,216.66,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,21,0,0,21
5755,2016-q2,willowbrook park,STATEN ISLAND,214.95,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,13,1,0,14
5756,2016-q2,staten island industrial park,STATEN ISLAND,210.93,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,8,0,0,8
5757,2016-q2,silver lake park,STATEN ISLAND,205.98,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,13,5,0,18
5758,2016-q2,bronx river parkway,BRONX        ,205.65,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,33,3,0,36
5759,2016-q2,soundview park,BRONX        ,205.31,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,20,0,0,20
5760,2016-q2,belt parkway,QUEENS       ,202.65,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,9,0,0,9
5761,2016-q2,willowbrook parkway,STATEN ISLAND,198.48,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,24,0,0,24
5762,2016-q2,inwood hill park,MANHATTAN    ,196.4,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,8,3,0,11
5763,2016-q2,clove lakes park,STATEN ISLAND,193.42,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,14,0,0,14
5764,2016-q2,fort washington park,MANHATTAN    ,184.14,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,4,0,0,4
5765,2016-q2,idlewild park,QUEENS       ,180.85,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
5766,2016-q2,wards island park,MANHATTAN    ,176.58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5767,2016-q2,south shore country club,STATEN ISLAND,173.99,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
5768,2016-q2,saw mill creek marsh,STATEN ISLAND,171.78,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
5769,2016-q2,blood root valley,STATEN ISLAND,161.24,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
5770,2016-q2,jamaica bay park,QUEENS       ,149.54,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
5771,2016-q2,kissena corridor park,QUEENS       ,146.81,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,58,1,0,59
5772,2016-q2,highland park,BROOKLYN/QUEENS,146.34,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,7,1,0,8
5773,2016-q2,arden woods,STATEN ISLAND,145.86,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,8,1,0,9
5774,2016-q2,riverdale park,BRONX        ,144.29,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5775,2016-q2,ocean parkway malls,BROOKLYN     ,140.0,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,54,0,0,54
5776,2016-q2,bloomingdale park,STATEN ISLAND,138.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,8,0,0,8
5777,2016-q2,ocean breeze park,STATEN ISLAND,136.57,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,11,0,0,11
5778,2016-q2,canarsie park,BROOKLYN     ,132.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,10,0,0,10
5779,2016-q2,highbridge park manhattan side,MANHATTAN    ,130.1,ONE ACRE OR LARGER,0,0,1,1,0,1,0,3,0,0,0,0
5780,2016-q2,crotona park,BRONX        ,127.5,ONE ACRE OR LARGER,0,0,4,1,0,0,0,5,7,1,0,8
5781,2016-q2,paerdegat basin park,BROOKLYN     ,118.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,11,0,0,11
5782,2016-q2,hook creek park,QUEENS       ,111.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5783,2016-q2,crescent beach park,STATEN ISLAND,110.96,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
5784,2016-q2,clearview park golf course,QUEENS       ,110.93,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,10,0,0,10
5785,2016-q2,baisley pond park,QUEENS       ,109.61,ONE ACRE OR LARGER,0,0,1,0,0,1,0,2,20,0,0,20
5786,2016-q2,pelham parkway,BRONX        ,108.91,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,7,1,0,8
5787,2016-q2,pralls island,STATEN ISLAND,107.51,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5788,2016-q2,mariners marsh park,STATEN ISLAND,107.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
5789,2016-q2,douglaston park golf course,QUEENS       ,104.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
5790,2016-q2,lemon creek park,STATEN ISLAND,104.55,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,6,0,0,6
5791,2016-q2,spring creek park,BROOKLYN/QUEENS,99.57,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
5792,2016-q2,high rock park,STATEN ISLAND,94.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
5793,2016-q2,long pond park,STATEN ISLAND,91.95,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
5794,2016-q2,brookville park,QUEENS       ,89.95,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,14,0,0,14
5795,2016-q2,isle of meadows,STATEN ISLAND,87.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5796,2016-q2,calvert vaux park,BROOKLYN     ,85.53,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,6,0,0,6
5797,2016-q2,pugsley creek park,BRONX        ,83.62,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,18,0,0,18
5798,2016-q2,snug harbor cultural center,STATEN ISLAND,83.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
5799,2016-q2,mosholu parkway,BRONX        ,80.94,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,5,0,0,5
5800,2016-q2,mcguire fields,BROOKLYN     ,77.18,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
5801,2016-q2,fresh creek nature preserve,BROOKLYN     ,77.04,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
5802,2016-q2,jackie robinson parkway,BROOKLYN/QUEENS,72.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,18,1,0,19
5803,2016-q2,fort tryon park,MANHATTAN    ,67.21,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2,18,1,0,19
5804,2016-q2,riverside park south,MANHATTAN    ,66.69,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
5805,2016-q2,eastern parkway,BROOKLYN     ,65.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,73,3,0,76
5806,2016-q2,four sparrow marsh,BROOKLYN     ,64.67,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5807,2016-q2,fort totten park,QUEENS       ,60.39,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
5808,2016-q2,astoria park,QUEENS       ,59.96,ONE ACRE OR LARGER,0,0,1,0,0,1,1,3,7,0,0,7
5809,2016-q2,laurelton parkway,QUEENS       ,59.61,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,18,0,0,18
5810,2016-q2,red hook recreation area,BROOKLYN     ,58.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,10,0,0,10
5811,2016-q2,shore park and parkway,BROOKLYN     ,58.0,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,39,0,0,39
5812,2016-q2,spring creek park addition,BROOKLYN/QUEENS,57.92,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
5813,2016-q2,juniper valley park,QUEENS       ,55.64,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,9,0,0,9
5814,2016-q2,little bay park,QUEENS       ,55.22,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,2,0,0,2
5815,2016-q2,powell's cove park,QUEENS       ,55.02,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
5816,2016-q2,henry hudson parkway,BRONX        ,54.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5817,2016-q2,harlem river park,MANHATTAN    ,53.97,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,1,0,4
5818,2016-q2,dubos point wildlife sanctuary,QUEENS       ,53.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
5819,2016-q2,roy wilkins recreation center,QUEENS       ,53.24,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
5820,2016-q2,reed's basket willow swamp park,STATEN ISLAND,52.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
5821,2016-q2,brooklyn botanic garden,BROOKLYN     ,47.57,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,11,0,0,11
5822,2016-q2,meredith woods,STATEN ISLAND,47.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5823,2016-q2,queens farm park,QUEENS       ,47.08,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,12,0,0,12
5824,2016-q2,east river park,MANHATTAN    ,45.88,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
5825,2016-q2,crocheron park,QUEENS       ,45.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
5826,2016-q2,macombs dam park,BRONX        ,44.17,ONE ACRE OR LARGER,0,0,0,1,0,4,0,5,1,0,0,1
5827,2016-q2,manhattan beach park,BROOKLYN     ,42.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
5828,2016-q2,udall's park preserve,QUEENS       ,42.77,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5829,2016-q2,fairview park,STATEN ISLAND,42.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5830,2016-q2,bayswater park,QUEENS       ,40.07,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,8,0,0,8
5831,2016-q2,deere park,STATEN ISLAND,39.78,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
5832,2016-q2,parade ground,BROOKLYN     ,39.5,ONE ACRE OR LARGER,0,0,0,0,0,2,0,2,3,0,0,3
5833,2016-q2,claremont park,BRONX        ,38.54,ONE ACRE OR LARGER,0,0,5,2,0,2,0,9,4,2,0,6
5834,2016-q2,broad channel wetlands,QUEENS       ,37.95,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
5835,2016-q2,coney island boat basin,BROOKLYN     ,36.81,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5836,2016-q2,bunker ponds park,STATEN ISLAND,36.69,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
5837,2016-q2,seton falls park,BRONX        ,35.77,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
5838,2016-q2,mccarren park,BROOKLYN     ,35.71,ONE ACRE OR LARGER,0,0,2,1,0,4,0,7,6,1,0,7
5839,2016-q2,st. mary's park bronx,BRONX        ,35.31,ONE ACRE OR LARGER,0,0,4,1,0,0,0,5,0,0,0,0
5840,2016-q2,shooters island,STATEN ISLAND,34.69,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5841,2016-q2,north brother island,BRONX        ,30.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5842,2016-q2,fort greene park,BROOKLYN     ,30.17,ONE ACRE OR LARGER,0,0,2,2,0,1,0,5,15,0,0,15
5843,2016-q2,battery park city,MANHATTAN    ,29.99,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,7,0,0,7
5844,2016-q2,morningside park,MANHATTAN    ,29.89,ONE ACRE OR LARGER,0,0,2,1,0,2,0,5,9,0,0,9
5845,2016-q2,macneil park,QUEENS       ,28.87,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,1,0,0,1
5846,2016-q2,alley athletic playground,QUEENS       ,27.53,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,8,0,0,8
5847,2016-q2,vernam barbadoes peninsula,QUEENS       ,27.48,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5848,2016-q2,college point fields,QUEENS       ,26.83,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5849,2016-q2,kaiser park,BROOKLYN     ,26.26,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5850,2016-q2,sunset park,BROOKLYN     ,24.5,ONE ACRE OR LARGER,0,0,1,1,0,2,0,4,11,0,0,11
5851,2016-q2,owl's head park,BROOKLYN     ,24.22,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,6,0,0,6
5852,2016-q2,springfield park,QUEENS       ,23.54,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,7,0,0,7
5853,2016-q2,recreational area,MANHATTAN    ,23.09,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5854,2016-q2,king fisher park,STATEN ISLAND,23.01,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
5855,2016-q2,siedenburg park,STATEN ISLAND,22.88,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
5856,2016-q2,st. nicholas park,MANHATTAN    ,22.74,ONE ACRE OR LARGER,0,0,1,1,0,0,0,2,0,0,0,0
5857,2016-q2,south brother island,BRONX        ,22.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5858,2016-q2,locust point marina,BRONX        ,22.07,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,6,0,0,6
5859,2016-q2,battery park,MANHATTAN    ,21.88,ONE ACRE OR LARGER,0,0,1,0,0,2,0,3,5,0,0,5
5860,2016-q2,brooklyn bridge park,BROOKLYN     ,21.19,ONE ACRE OR LARGER,0,0,1,0,0,6,0,7,0,0,0,0
5861,2016-q2,asser levy park,BROOKLYN     ,21.04,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,1,0,0,1
5862,2016-q2,seaside wildlife nature park,STATEN ISLAND,20.91,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
5863,2016-q2,wave hill,BRONX        ,20.87,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
5864,2016-q2,queensbridge park,QUEENS       ,20.34,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
5865,2016-q2,marcus garvey park,MANHATTAN    ,20.17,ONE ACRE OR LARGER,0,0,4,1,0,1,0,6,0,0,0,0
5866,2016-q2,isham park,MANHATTAN    ,20.13,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,2,0,4
5867,2016-q2,williamsbridge oval,BRONX        ,19.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
5868,2016-q2,brant point wildlife sanctuary,QUEENS       ,19.56,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5869,2016-q2,broad channel american park,QUEENS       ,18.77,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5870,2016-q2,theodore roosevelt park,MANHATTAN    ,17.57,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,1,0,1
5871,2016-q2,bensonhurst park,BROOKLYN     ,17.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
5872,2016-q2,lincoln terrace / arthur s. somers park,BROOKLYN     ,17.14,ONE ACRE OR LARGER,0,0,1,0,0,1,0,2,13,0,0,13
5873,2016-q2,john golden park,QUEENS       ,17.0,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,6,0,0,6
5874,2016-q2,bayview terrace park,STATEN ISLAND,16.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5875,2016-q2,jones woods park,STATEN ISLAND,16.93,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5876,2016-q2,francis lewis park,QUEENS       ,16.83,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5877,2016-q2,leif ericson park,BROOKLYN     ,16.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,14,1,0,15
5878,2016-q2,eibs pond park,STATEN ISLAND,16.51,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5879,2016-q2,railroad park queens,QUEENS       ,16.44,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5880,2016-q2,breukelen ballfields,BROOKLYN     ,16.16,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,8,0,0,8
5881,2016-q2,franz sigel park,BRONX        ,15.99,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2,1,0,0,1
5882,2016-q2,thomas jefferson park,MANHATTAN    ,15.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,3,0,3
5883,2016-q2,alice austen park,STATEN ISLAND,15.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5884,2016-q2,mill pond park,BRONX        ,15.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5885,2016-q2,sherman creek,MANHATTAN    ,15.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,1,0,2
5886,2016-q2,harris park,BRONX        ,15.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5887,2016-q2,goodhue,STATEN ISLAND,15.06,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5888,2016-q2,mullaly park,BRONX        ,15.05,ONE ACRE OR LARGER,0,0,0,2,0,1,0,3,4,0,0,4
5889,2016-q2,tremont park,BRONX        ,15.0,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,1,0,0,1
5890,2016-q2,carl schurz park,MANHATTAN    ,14.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
5891,2016-q2,grand army plaza brooklyn,BROOKLYN     ,14.26,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,0,0,0,0
5892,2016-q2,von briesen park,STATEN ISLAND,13.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
5893,2016-q2,motor parkway,QUEENS       ,13.89,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,11,0,0,11
5894,2016-q2,unnamed park on beach channel drive & beach 116th street to beach 108th street,QUEENS       ,13.83,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5895,2016-q2,beach 17 playground,QUEENS       ,13.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
5896,2016-q2,tudor park,QUEENS       ,13.54,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,6,0,0,6
5897,2016-q2,aqueduct walk,BRONX        ,13.53,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,17,0,0,17
5898,2016-q2,father macris park,STATEN ISLAND,13.47,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,9,0,0,9
5899,2016-q2,starlight park,BRONX        ,12.93,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2,3,0,0,3
5900,2016-q2,jackie robinson park manhattan,MANHATTAN    ,12.77,ONE ACRE OR LARGER,0,0,4,0,0,1,0,5,0,0,0,0
5901,2016-q2,brooklyn museum,BROOKLYN     ,12.66,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,10,0,0,10
5902,2016-q2,beach channel park,QUEENS       ,12.62,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
5903,2016-q2,greenbelt native plant center,STATEN ISLAND,12.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5904,2016-q2,bowne park,QUEENS       ,11.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
5905,2016-q2,seton park,BRONX        ,11.69,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5906,2016-q2,rufus king park,QUEENS       ,11.5,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,8,0,0,8
5907,2016-q2,frank golden park,QUEENS       ,11.42,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5908,2016-q2,st. james park,BRONX        ,11.39,ONE ACRE OR LARGER,0,0,1,4,0,0,0,5,2,0,0,2
5909,2016-q2,richmond terrace wetlands,STATEN ISLAND,11.19,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5910,2016-q2,barretto point park,BRONX        ,11.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
5911,2016-q2,st. albans park,QUEENS       ,10.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,7,0,0,7
5912,2016-q2,gemini fields,QUEENS       ,10.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
5913,2016-q2,givans creek woods,BRONX        ,10.74,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
5914,2016-q2,betsy head park,BROOKLYN     ,10.56,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,11,0,0,11
5915,2016-q2,tompkins square park,MANHATTAN    ,10.5,ONE ACRE OR LARGER,0,0,1,0,0,1,0,2,0,6,0,6
5916,2016-q2,cpl. thompson park,STATEN ISLAND,10.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
5917,2016-q2,commodore barry park,BROOKLYN     ,10.39,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,5,0,0,5
5918,2016-q2,cadman plaza park,BROOKLYN     ,10.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
5919,2016-q2,broadway malls,MANHATTAN    ,10.24,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,12,2,0,14
5920,2016-q2,steeplechase park,BROOKLYN     ,10.01,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
5921,2016-q2,hunter's point south park,QUEENS       ,10.0,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5922,2016-q2,unnamed park on richmond terrace,STATEN ISLAND,9.93,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5923,2016-q2,hybrid oak woods park,STATEN ISLAND,9.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
5924,2016-q2,washington square park,MANHATTAN    ,9.75,ONE ACRE OR LARGER,0,0,4,0,0,1,0,5,1,0,0,1
5925,2016-q2,bryant park,MANHATTAN    ,9.6,ONE ACRE OR LARGER,0,0,0,0,0,6,0,6,0,0,0,0
5926,2016-q2,rockaway freeway,QUEENS       ,9.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,63,0,0,63
5927,2016-q2,bicentennial veterans memorial park,BRONX        ,9.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5928,2016-q2,sunset cove park,QUEENS       ,9.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5929,2016-q2,st. john's recreation center,BROOKLYN     ,9.34,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2,7,0,0,7
5930,2016-q2,linden park,BROOKLYN     ,9.32,ONE ACRE OR LARGER,0,1,0,0,0,0,0,1,13,0,0,13
5931,2016-q2,haffen park,BRONX        ,9.24,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,10,0,0,10
5932,2016-q2,allison pond park,STATEN ISLAND,9.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
5933,2016-q2,graniteville swamp park,STATEN ISLAND,9.19,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5934,2016-q2,tottenville shore park,STATEN ISLAND,9.18,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
5935,2016-q2,captain tilly park,QUEENS       ,9.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
5936,2016-q2,harvey park,QUEENS       ,9.15,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
5937,2016-q2,msgr. mcgolrick park,BROOKLYN     ,9.13,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,1,0,4
5938,2016-q2,bushwick inlet park,BROOKLYN     ,9.01,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,0,0,0,0
5939,2016-q2,henry hudson park,BRONX        ,8.97,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
5940,2016-q2,frank principe park,QUEENS       ,8.9,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
5941,2016-q2,castle hill park,BRONX        ,8.83,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,8,0,0,8
5942,2016-q2,rochdale park,QUEENS       ,8.83,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5943,2016-q2,abe stark skating rink,BROOKLYN     ,8.81,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
5944,2016-q2,city hall park,MANHATTAN    ,8.8,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,6,0,0,6
5945,2016-q2,east river waterfront esplanade,MANHATTAN    ,8.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
5946,2016-q2,crotona parkway malls,BRONX        ,8.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
