,PERIOD,PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,CRIME_TOT,Street_light,Drinking,Drugs,311_Total,household,median_income,average_score,public_house,business
2214,2014-q3,harold ickes playground,BROOKLYN     ,1.816,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,640.0,57143.0,0.8125,0.0,
2215,2014-q4,harold ickes playground,BROOKLYN     ,1.816,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,640.0,57143.0,0.8125,0.0,
2216,2015-q1,harold ickes playground,BROOKLYN     ,1.816,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,57143.0,0.8125,0.0,
2217,2015-q2,harold ickes playground,BROOKLYN     ,1.816,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,640.0,57143.0,0.8125,0.0,
2218,2015-q3,harold ickes playground,BROOKLYN     ,1.816,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,640.0,57143.0,0.8125,0.0,
2219,2015-q4,harold ickes playground,BROOKLYN     ,1.816,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,640.0,57143.0,0.8125,0.0,
2220,2016-q1,harold ickes playground,BROOKLYN     ,1.816,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,57143.0,0.8125,0.0,
2221,2016-q2,harold ickes playground,BROOKLYN     ,1.82,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,640.0,57143.0,0.8125,0.0,
2222,2016-q3,harold ickes playground,BROOKLYN     ,1.82,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,57143.0,0.8125,0.0,
2223,2014-q3,rev j polite playground,BRONX        ,1.815,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1561.0,25271.0,0.6875,2.0,
2224,2014-q4,rev j polite playground,BRONX        ,1.815,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1561.0,25271.0,0.6875,2.0,
2225,2015-q1,rev j polite playground,BRONX        ,1.815,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1561.0,25271.0,0.6875,2.0,
2226,2015-q2,rev j polite playground,BRONX        ,1.815,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1561.0,25271.0,0.6875,2.0,
2227,2015-q3,rev j polite playground,BRONX        ,1.815,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,1561.0,25271.0,0.6875,2.0,
2228,2015-q4,rev j polite playground,BRONX        ,1.815,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1561.0,25271.0,0.6875,2.0,
2229,2016-q1,rev j polite playground,BRONX        ,1.815,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1561.0,25271.0,0.6875,2.0,
2230,2016-q2,rev j polite playground,BRONX        ,1.82,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1561.0,25271.0,0.6875,2.0,
2231,2016-q3,rev j polite playground,BRONX        ,1.82,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1561.0,25271.0,0.6875,2.0,
2232,2014-q3,mapes ballfield,BRONX        ,1.806,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1691.0,19293.0,0.4375,1.0,
2233,2014-q4,mapes ballfield,BRONX        ,1.806,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1691.0,19293.0,0.4375,1.0,
2234,2015-q1,mapes ballfield,BRONX        ,1.806,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1691.0,19293.0,0.4375,1.0,
2235,2015-q2,mapes ballfield,BRONX        ,1.806,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1691.0,19293.0,0.4375,1.0,
2236,2015-q3,mapes ballfield,BRONX        ,1.806,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1691.0,19293.0,0.4375,1.0,
2237,2015-q4,mapes ballfield,BRONX        ,1.806,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1691.0,19293.0,0.4375,1.0,
2238,2016-q1,mapes ballfield,BRONX        ,1.806,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1691.0,19293.0,0.4375,1.0,
2239,2016-q2,mapes ballfield,BRONX        ,1.81,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1691.0,19293.0,0.4375,1.0,
2240,2016-q3,mapes ballfield,BRONX        ,1.81,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1691.0,19293.0,0.4375,1.0,
2241,2014-q3,midland malls,QUEENS       ,1.803,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,8.0,4263.0,79197.75,0.625,0.0,
2242,2014-q4,midland malls,QUEENS       ,1.803,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,4263.0,79197.75,0.625,0.0,
2243,2015-q1,midland malls,QUEENS       ,1.803,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,4263.0,79197.75,0.625,0.0,
2244,2015-q2,midland malls,QUEENS       ,1.803,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,9.0,4263.0,79197.75,0.625,0.0,
2245,2015-q3,midland malls,QUEENS       ,1.803,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,6.0,4263.0,79197.75,0.625,0.0,
2246,2015-q4,midland malls,QUEENS       ,1.803,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,4263.0,79197.75,0.625,0.0,
2247,2016-q1,midland malls,QUEENS       ,1.803,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4263.0,79197.75,0.625,0.0,
2248,2016-q2,midland malls,QUEENS       ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4263.0,79197.75,0.625,0.0,
2249,2016-q3,midland malls,QUEENS       ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,8.0,4263.0,79197.75,0.625,0.0,
2250,2014-q3,bennett park,MANHATTAN    ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3219.0,74621.0,0.75,0.0,
2251,2014-q4,bennett park,MANHATTAN    ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3219.0,74621.0,0.75,0.0,
2252,2015-q1,bennett park,MANHATTAN    ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3219.0,74621.0,0.75,0.0,
2253,2015-q2,bennett park,MANHATTAN    ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3219.0,74621.0,0.75,0.0,
2254,2015-q3,bennett park,MANHATTAN    ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3219.0,74621.0,0.75,0.0,
2255,2015-q4,bennett park,MANHATTAN    ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3219.0,74621.0,0.75,0.0,
2256,2016-q1,bennett park,MANHATTAN    ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3219.0,74621.0,0.75,0.0,
2257,2016-q2,bennett park,MANHATTAN    ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3219.0,74621.0,0.75,0.0,
2258,2016-q3,bennett park,MANHATTAN    ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3219.0,74621.0,0.75,0.0,
2259,2014-q3,cedar playground,BRONX        ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,740.0,41455.0,0.5,0.0,
2260,2014-q4,cedar playground,BRONX        ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,41455.0,0.5,0.0,
2261,2015-q1,cedar playground,BRONX        ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,740.0,41455.0,0.5,0.0,
2262,2015-q2,cedar playground,BRONX        ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,41455.0,0.5,0.0,
2263,2015-q3,cedar playground,BRONX        ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,41455.0,0.5,0.0,
2264,2015-q4,cedar playground,BRONX        ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,41455.0,0.5,0.0,
2265,2016-q1,cedar playground,BRONX        ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,740.0,41455.0,0.5,0.0,
2266,2016-q2,cedar playground,BRONX        ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,740.0,41455.0,0.5,0.0,
2267,2016-q3,cedar playground,BRONX        ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,740.0,41455.0,0.5,0.0,
2268,2014-q3,conch playground,QUEENS       ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2234.0,20712.0,0.5,2.0,
2269,2014-q4,conch playground,QUEENS       ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2234.0,20712.0,0.5,2.0,
2270,2015-q1,conch playground,QUEENS       ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,2234.0,20712.0,0.5,2.0,
2271,2015-q2,conch playground,QUEENS       ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2234.0,20712.0,0.5,2.0,
2272,2015-q3,conch playground,QUEENS       ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2234.0,20712.0,0.5,2.0,
2273,2015-q4,conch playground,QUEENS       ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,2234.0,20712.0,0.5,2.0,
2274,2016-q1,conch playground,QUEENS       ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2234.0,20712.0,0.5,2.0,
2275,2016-q2,conch playground,QUEENS       ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2234.0,20712.0,0.5,2.0,
2276,2016-q3,conch playground,QUEENS       ,1.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2234.0,20712.0,0.5,2.0,
2277,2014-q3,playground 52 lii,BRONX        ,1.793,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,7.0,2143.0,19818.0,0.5625,0.0,
2278,2014-q4,playground 52 lii,BRONX        ,1.793,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,2143.0,19818.0,0.5625,0.0,
2279,2015-q1,playground 52 lii,BRONX        ,1.793,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2143.0,19818.0,0.5625,0.0,
2280,2015-q2,playground 52 lii,BRONX        ,1.793,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,2143.0,19818.0,0.5625,0.0,
2281,2015-q3,playground 52 lii,BRONX        ,1.793,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2143.0,19818.0,0.5625,0.0,
2282,2015-q4,playground 52 lii,BRONX        ,1.793,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2143.0,19818.0,0.5625,0.0,
2283,2016-q1,playground 52 lii,BRONX        ,1.793,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,2143.0,19818.0,0.5625,0.0,
2284,2016-q2,playground 52 lii,BRONX        ,1.79,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2143.0,19818.0,0.5625,0.0,
2285,2016-q3,playground 52 lii,BRONX        ,1.79,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,2143.0,19818.0,0.5625,0.0,
2286,2014-q3,dr. green playground,BROOKLYN     ,1.791,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2329.0,20360.0,0.5,2.0,
2287,2014-q4,dr. green playground,BROOKLYN     ,1.791,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2329.0,20360.0,0.5,2.0,
2288,2015-q1,dr. green playground,BROOKLYN     ,1.791,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2329.0,20360.0,0.5,2.0,
2289,2015-q2,dr. green playground,BROOKLYN     ,1.791,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2329.0,20360.0,0.5,2.0,
2290,2015-q3,dr. green playground,BROOKLYN     ,1.791,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2329.0,20360.0,0.5,2.0,
2291,2015-q4,dr. green playground,BROOKLYN     ,1.791,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2329.0,20360.0,0.5,2.0,
2292,2016-q1,dr. green playground,BROOKLYN     ,1.791,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,2329.0,20360.0,0.5,2.0,
2293,2016-q2,dr. green playground,BROOKLYN     ,1.79,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,2329.0,20360.0,0.5,2.0,
2294,2016-q3,dr. green playground,BROOKLYN     ,1.79,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2329.0,20360.0,0.5,2.0,
2295,2014-q3,laurelton playground,QUEENS       ,1.785,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,1033.0,104112.0,0.75,0.0,
2296,2014-q4,laurelton playground,QUEENS       ,1.785,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,104112.0,0.75,0.0,
2297,2015-q1,laurelton playground,QUEENS       ,1.785,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1033.0,104112.0,0.75,0.0,
2298,2015-q2,laurelton playground,QUEENS       ,1.785,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,104112.0,0.75,0.0,
2299,2015-q3,laurelton playground,QUEENS       ,1.785,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1033.0,104112.0,0.75,0.0,
2300,2015-q4,laurelton playground,QUEENS       ,1.785,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1033.0,104112.0,0.75,0.0,
2301,2016-q1,laurelton playground,QUEENS       ,1.785,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,104112.0,0.75,0.0,
2302,2016-q2,laurelton playground,QUEENS       ,1.79,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1033.0,104112.0,0.75,0.0,
2303,2016-q3,laurelton playground,QUEENS       ,1.79,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1033.0,104112.0,0.75,0.0,
2304,2014-q3,simeone park,QUEENS       ,1.78,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1341.0,20273.0,0.625,0.0,
2305,2014-q4,simeone park,QUEENS       ,1.78,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1341.0,20273.0,0.625,0.0,
2306,2015-q1,simeone park,QUEENS       ,1.78,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1341.0,20273.0,0.625,0.0,
2307,2015-q2,simeone park,QUEENS       ,1.78,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1341.0,20273.0,0.625,0.0,
2308,2015-q3,simeone park,QUEENS       ,1.78,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1341.0,20273.0,0.625,0.0,
2309,2015-q4,simeone park,QUEENS       ,1.78,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,8.0,1341.0,20273.0,0.625,0.0,
2310,2016-q1,simeone park,QUEENS       ,1.78,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1341.0,20273.0,0.625,0.0,
2311,2016-q2,simeone park,QUEENS       ,1.78,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1341.0,20273.0,0.625,0.0,
2312,2016-q3,simeone park,QUEENS       ,1.78,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,1341.0,20273.0,0.625,0.0,
2313,2014-q3,tappen park,STATEN ISLAND,1.777,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1273.0,53386.0,0.6875,0.0,
2314,2014-q4,tappen park,STATEN ISLAND,1.777,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,1273.0,53386.0,0.6875,0.0,
2315,2015-q1,tappen park,STATEN ISLAND,1.777,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1273.0,53386.0,0.6875,0.0,
2316,2015-q2,tappen park,STATEN ISLAND,1.777,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1273.0,53386.0,0.6875,0.0,
2317,2015-q3,tappen park,STATEN ISLAND,1.777,ONE ACRE OR LARGER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,5.0,1273.0,53386.0,0.6875,0.0,
2318,2015-q4,tappen park,STATEN ISLAND,1.777,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,1273.0,53386.0,0.6875,0.0,
2319,2016-q1,tappen park,STATEN ISLAND,1.777,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,1273.0,53386.0,0.6875,0.0,
2320,2016-q2,tappen park,STATEN ISLAND,1.78,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1273.0,53386.0,0.6875,0.0,
2321,2016-q3,tappen park,STATEN ISLAND,1.78,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1273.0,53386.0,0.6875,0.0,
2322,2014-q3,luna park,BROOKLYN     ,1.76,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1457.0,30889.0,0.5625,0.0,
2323,2014-q4,luna park,BROOKLYN     ,1.76,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1457.0,30889.0,0.5625,0.0,
2324,2015-q1,luna park,BROOKLYN     ,1.76,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1457.0,30889.0,0.5625,0.0,
2325,2015-q2,luna park,BROOKLYN     ,1.76,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1457.0,30889.0,0.5625,0.0,
2326,2015-q3,luna park,BROOKLYN     ,1.76,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1457.0,30889.0,0.5625,0.0,
2327,2015-q4,luna park,BROOKLYN     ,1.76,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1457.0,30889.0,0.5625,0.0,
2328,2016-q1,luna park,BROOKLYN     ,1.76,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1457.0,30889.0,0.5625,0.0,
2329,2016-q2,luna park,BROOKLYN     ,1.76,ONE ACRE OR LARGER,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1457.0,30889.0,0.5625,0.0,
2330,2016-q3,luna park,BROOKLYN     ,1.76,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1457.0,30889.0,0.5625,0.0,
2331,2014-q3,alfred e. smith playground,MANHATTAN    ,1.75,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1986.0,16527.0,0.8125,1.0,18.0
2332,2014-q4,alfred e. smith playground,MANHATTAN    ,1.75,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1986.0,16527.0,0.8125,1.0,18.0
2333,2015-q1,alfred e. smith playground,MANHATTAN    ,1.75,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1986.0,16527.0,0.8125,1.0,18.0
2334,2015-q2,alfred e. smith playground,MANHATTAN    ,1.75,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1986.0,16527.0,0.8125,1.0,18.0
2335,2015-q3,alfred e. smith playground,MANHATTAN    ,1.75,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1986.0,16527.0,0.8125,1.0,18.0
2336,2015-q4,alfred e. smith playground,MANHATTAN    ,1.75,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,1986.0,16527.0,0.8125,1.0,18.0
2337,2016-q1,alfred e. smith playground,MANHATTAN    ,1.75,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1986.0,16527.0,0.8125,1.0,18.0
2338,2016-q2,alfred e. smith playground,MANHATTAN    ,1.75,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,1986.0,16527.0,0.8125,1.0,18.0
2339,2016-q3,alfred e. smith playground,MANHATTAN    ,1.75,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1986.0,16527.0,0.8125,1.0,18.0
